OBJECTID,ADDRESS,OWNERSHIP_TYPE,BUILDING_USE,USE_CODE,USE_DESCRIPTION,USE_LONG_DESCRIPTION,AGENCY,OWNERNAME,OWNERNAME2,WARD,ANC,ZONING,SITENAME,PROPTYPE,UNITS,MAR_ID,SHAPEAREA,SHAPELEN
117949,3271 STANTON ROAD SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  3271 STANTON ROAD SE,Residential-Single Family (Row,0,304514,0,0
117953,203 N STREET SW,PUBLIC,PUBLIC HOUSING,022,Residential-Apartment-Elevator,"(Class 2) : Structure with 12 or more units; 1 owner; elevator; more than 3 floors; may have accessory uses (parking, laundry, etc.). Owner's motivation is investment income.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-5-B,GREENLEAF ADDITION,Residential-Apartment (Elevato,112,277800,0,0
117954,1257 STEVENS RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,UNITED STATES OF AMERICA,,8,ANC 8C,BF-2B,BARRY FARMS,Vacant-True,0,,0,0
117955,1301 STEVENS RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,UNITED STATES OF AMERICA,,8,ANC 8C,BF-2B,BARRY FARMS,Vacant-True,0,,0,0
117966,5069 KIMI GRAY COURT SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,GLENCREST:  5069 KIMI GRAY COURT SE,Residential-Single Family (Row,0,305337,0,0
117967,22 57TH PLACE SE,PUBLIC / PRIVATE,PUBLIC HOUSING,023,Residential Flats-Less than 5,"(Class 1 or 2) : Structure with more than 1 single family unit, less than 5; usually self-contained, under 1 roof; few accessory uses; in some cases, owner occupies 1 unit; built for this use.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,EAST CAPITOL FAMILY RENTAL LP,7,ANC 7C,R-2,CAPITOL GATEWAY: 22 57TH PLACE SE:  22 57TH PLACE SE,Residential-Flats (Less Than 5,4,309082,0,0
117970,1150 EATON RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,MIXED,BARRY FARMS,Vacant-True,0,147950,0,0
117973,147 RIDGE ROAD SE,PUBLIC,PUBLIC HOUSING,029,"Residential-Mutlifamily, Misc",(Class 2) : All other residential multi-family uses not otherwise noted. ,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Multifamily (Misce,0,147716,0,0
117977,265 37TH STREET SE,PUBLIC,PUBLIC HOUSING,023,Residential Flats-Less than 5,"(Class 1 or 2) : Structure with more than 1 single family unit, less than 5; usually self-contained, under 1 roof; few accessory uses; in some cases, owner occupies 1 unit; built for this use.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Flats (Less Than 5,0,150473,0,0
117979,230 W STREET NW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1,ANC 1B,R-5-B,KELLY MILLER APARTMENTS,Residential-Apartment (Walkup),9,284331,0,0
117983,1752 BRUCE PLACE SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1752 BRUCE PLACE SE,Residential-Single Family (Sem,0,300345,0,0
117991,5051 KIMI GRAY COURT SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUHTORITY,,7,ANC 7E,R-5-A,GLENCREST:  5051 KIMI GRAY COURT SE,Residential-Single Family (Row,0,305310,0,0
117994,1848 BRUCE PLACE SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1848 BRUCE PLACE SE,Residential-Single Family (Sem,0,299024,0,0
117998,415 51ST STREET SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,GLENCREST:  415 51ST STREET SE,Residential-Single Family (Row,0,305179,0,0
118001,5033 QUEEN'S STROLL PLACE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,GLENCREST:  5033 QUEENS STROLL PLACE SE,Residential-Single Family (Row,0,305285,0,0
118002,601 46TH PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,BENNING TERRACE,Residential-Apartment (Walkup),10,278571,0,0
118009,1872 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1872 ALABAMA AVENUE SE,Residential-Single Family (Row,0,299057,0,0
118010,1811 BRUCE PLACE SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1811 BRUCE PLACE SE,Residential-Single Family (Sem,0,298960,0,0
118011,1912 FREDERICK DOUGLASS COURT SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1912 FREDERICK DOUGLASS COURT SE,Residential-Single Family (Sem,0,300941,0,0
118012,622 I STREET SE,PUBLIC,PUBLIC HOUSING,026,Residential-Cooperative-Horizontal,"(SPECIAL RATE) : Structure with more than 1 unit, of 1 or more rooms; 1 corporate ownership accounts for benefit of all tenant-shareholders, or lease from shareholders; entrance no higher than 3 floors; may have accessory uses. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6B,R-5-B,TOWNHOMES ON CAPITOL HILL:  622 I STREET SE,Residential-Cooperative (Horiz,0,289937,0,0
118013,638 46TH PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,BENNING TERRACE,Residential-Apartment (Walkup),0,278591,0,0
118018,2626 STERLING ST SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,BF-1B,BARRY FARMS,Vacant-True,0,,0,0
118022,1831 TUBMAN ROAD SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1831 TUBMAN ROAD SE,Residential-Single Family (Row,0,298995,0,0
118025,1500 TOBIAS DRIVE SE,PUBLIC,PUBLIC HOUSING,023,Residential Flats-Less than 5,"(Class 1 or 2) : Structure with more than 1 single family unit, less than 5; usually self-contained, under 1 roof; few accessory uses; in some cases, owner occupies 1 unit; built for this use.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1500 TOBIAS DRIVE SE,Residential-Flats (Less Than 5,2,308995,0,0
118026,1509 BRUCE PLACE SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1509 BRUCE PLACE SE,Residential-Single Family (Sem,0,303433,0,0
118029,1807 FREDERICK DOUGLASS PLACE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1807 FREDERICK DOUGLASS PLACE SE,Residential-Single Family (Row,0,298956,0,0
118030,1821 TUBMAN ROAD SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1821 TUBMAN ROAD SE,Residential-Single Family (Row,0,298978,0,0
118036,1514 1ST STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-4,SYPHAX GARDENS,Residential-Apartment (Walkup),6,147194,0,0
118037,222 37TH PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Apartment (Walkup),0,147647,0,0
118039,272 53RD STREET NE,PUBLIC,PUBLIC HOUSING,029,"Residential-Mutlifamily, Misc",(Class 2) : All other residential multi-family uses not otherwise noted. ,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7C,R-5-A,RICHARDSON DWELLINGS,Residential-Multifamily (Misce,0,287202,0,0
118041,5315 DIX STREET NE,PUBLIC,PUBLIC HOUSING,029,"Residential-Mutlifamily, Misc",(Class 2) : All other residential multi-family uses not otherwise noted. ,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7C,R-5-A,RICHARDSON DWELLINGS,Residential-Multifamily (Misce,0,148892,0,0
118043,272 37TH PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Apartment (Walkup),0,147669,0,0
118045,2709 BRUCE PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8B,R-5-A,WOODLAND TERRACE,Residential-Apartment (Walkup),14,277591,0,0
118052,225 37TH STREET SE,PUBLIC,PUBLIC HOUSING,023,Residential Flats-Less than 5,"(Class 1 or 2) : Structure with more than 1 single family unit, less than 5; usually self-contained, under 1 roof; few accessory uses; in some cases, owner occupies 1 unit; built for this use.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE:  225 37TH STREET SE,Residential-Flats (Less Than 5,4,155789,0,0
118053,4008 WHEELER ROAD SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  4008 WHEELER ROAD SE,Residential-Single Family (Row,0,278464,0,0
118056,4006 WHEELER ROAD SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  4006 WHEELER ROAD SE,Residential-Single Family (Row,0,278462,0,0
118057,4871 F STREET SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,GLENCREST:  4871 F STREET SE,Residential-Single Family (Row,0,305195,0,0
118060,1116 SUMNER RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,BF-1A,BARRY FARMS,Vacant-True,0,,0,0
118061,125 58TH STREET SE,PUBLIC / PRIVATE,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,EAST CAPITOL FAMILY RENTAL LP,7,ANC 7C,R-2,CAPITOL GATEWAY: 125 58TH STREET SE:  125 58TH STREET SE,Residential-Single Family (Row,0,302587,0,0
118063,908 3RD STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-5-A,GREENLEAF GARDENS,Residential-Apartment (Walkup),0,147288,0,0
118068,3156 STANTON ROAD SE,PUBLIC,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  3156 STANTON ROAD SE,Residential-Single Family (Sem,0,287674,0,0
118069,4000 WHEELER ROAD SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  4000 WHEELER ROAD SE,Residential-Single Family (Row,0,278456,0,0
118075,3227 STANTON ROAD SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  3227 STANTON ROAD SE,Residential-Single Family (Row,0,155549,0,0
118087,222 L STREET SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-5-A,GREENLEAF GARDENS,Residential-Apartment (Walkup),0,277559,0,0
118093,3274 15TH PLACE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  3274 15TH PLACE SE,Residential-Single Family (Row,0,303521,0,0
118094,1861 TOBIAS DRIVE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1861 TOBIAS DRIVE SE,Residential-Single Family (Row,0,299045,0,0
118096,1133 SUMNER RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,MIXED,BARRY FARMS,Vacant-True,0,,0,0
118098,255 V STREET NW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1,ANC 1B,R-5-B,KELLY MILLER APARTMENTS,Residential-Apartment (Walkup),9,290682,0,0
118099,3135 15TH PLACE SE,PUBLIC,PUBLIC HOUSING,023,Residential Flats-Less than 5,"(Class 1 or 2) : Structure with more than 1 single family unit, less than 5; usually self-contained, under 1 roof; few accessory uses; in some cases, owner occupies 1 unit; built for this use.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  3135 15TH PLACE SE,Residential-Flats (Less Than 5,2,156507,0,0
118100,1744 TOBIAS DRIVE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1744 TOBIAS DRIVE SE,Residential-Single Family (Row,0,298932,0,0
118103,909 VALLEY AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  909 VALLEY AVENUE SE,Residential-Single Family (Row,0,82041,0,0
118106,1161 SUMNER RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,BF-2A,BARRY FARMS,Vacant-True,0,,0,0
118111,245 53RD STREET NE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7C,R-5-A,RICHARDSON DWELLINGS,Residential-Apartment (Walkup),0,148802,0,0
118112,905 VARNEY STREET SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  905 VARNEY STREET SE,Residential-Single Family (Row,0,278750,0,0
118114,1836 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1836 ALABAMA AVENUE SE,Residential-Single Family (Row,0,299004,0,0
118117,4602 G STREET SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7E,R-5-A,BENNING TERRACE,Residential-Apartment (Walkup),0,290904,0,0
118121,1471 BRUCE STREET SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1471 BRUCE STREET SE,Residential-Single Family (Row,0,305672,0,0
118122,5312 CLAY TERRACE NE,PUBLIC,PUBLIC HOUSING,029,"Residential-Mutlifamily, Misc",(Class 2) : All other residential multi-family uses not otherwise noted. ,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7C,R-5-A,RICHARDSON DWELLINGS,Residential-Multifamily (Misce,0,148849,0,0
118123,1100 SUMNER RD SE WASHINGTON DC 20020,PUBLIC,PUBLIC HOUSING,091,Vacant-True,(Class 4): Lot not improved with a structure,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,BF-1A,BARRY FARMS,Vacant-True,0,,0,0
118124,2368 RAYNOLDS PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8B,R-5-A,WOODLAND TERRACE,Residential-Apartment (Walkup),0,286990,0,0
118133,1852 BRUCE PLACE SE,PUBLIC,PUBLIC HOUSING,023,Residential Flats-Less than 5,"(Class 1 or 2) : Structure with more than 1 single family unit, less than 5; usually self-contained, under 1 roof; few accessory uses; in some cases, owner occupies 1 unit; built for this use.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1852 BRUCE PLACE SE,Residential-Flats (Less Than 5,2,309020,0,0
118135,1481 BRUCE STREET SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1481 BRUCE STREET SE,Residential-Single Family (Row,0,155134,0,0
118136,1506 TUBMAN ROAD SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1506 TUBMAN ROAD SE,Residential-Single Family (Row,0,303429,0,0
118139,216 37TH PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Apartment (Walkup),0,147645,0,0
118140,1237 HOWISON PLACE SW,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,6,ANC 6D,R-4,JAMES CREEK DWELLINGS,Residential-Apartment (Walkup),0,276445,0,0
118150,931 VALLEY AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8E,R-2,WHEELER CREEK:  931 VALLEY AVENUE SE,Residential-Single Family (Row,0,289086,0,0
118151,249 37TH PLACE SE,PUBLIC,PUBLIC HOUSING,021,Residential-Apartment-Walk-Up,"(Class 2) : Structure of 6 or more units; 1 owner; owner's motivation is to earn investment income; no units higher than 3rd floor; no elevator; may have accessory uses.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7,ANC 7F,R-5-A,STODDERT TERRACE,Residential-Apartment (Walkup),0,147690,0,0
118152,5712 SOUTHERN AVENUE SE,PUBLIC / PRIVATE,PUBLIC HOUSING,013,Residential-Semi-Detached-Single-Family,"(Class 1 or 2) : Structure with 1 dwelling place, 1 wall built as common wall with another structure, 3 exposed walls; primarily used as abode.",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,EAST CAPITOL FAMILY RENTAL LP,7,ANC 7C,R-2,CAPITOL GATEWAY: 5712 SOUTHERN AVENUE SE:  5712 SOUTHERN AVENUE SE,Residential-Single Family (Sem,0,304526,0,0
118155,1874 ALABAMA AVENUE SE,PUBLIC,PUBLIC HOUSING,011,Residential-Row-Single-Family,"(Class 1 or 2) : Single family dwelling with 2 walls build as common walls with another structure, 2 exposed walls; primarily used as a place of abode. ",DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,8,ANC 8C,R-5-A,HENSON RIDGE:  1874 ALABAMA AVENUE SE,Residential-Single Family (Row,0,299059,0,0
